text|source|chunk_id
Logical Observation Identifiers Names and Codes (LOINC) LOINC is a database and universal standard for identifying medical laboratory observations. LOINC system has two parts. The Laboratory LOINC codes are used to identify laboratory tests and results, such as blood tests, urine tests, etc. The Clinical LOINC codes are used to identify clinical observations, measurements and their interpretations, such as vital signs, and physical measurements. A fully specified name in LOINC includes the following six attributes: 1. Component: The measured substance or property, such as glucose or haemoglobin. 2. Property: The aspect of the component being measured, such as the mass concentration. 3. Time: Time interval for which the observation was made, such as fasting or post-prandial. 4. System: The observed organ or system, such as respiratory or cardiovascular. 5. Scale: The method used for the measurement, such as nominal or ordinal. 6. Method: The procedure used for the observation, such as|data_input/MediumArticles/Health Data Interoperability.txt|ac59624643d0472caf45cec9280f346b
The procedure used for the observation, such as immunoassay or electrochemistry. A unique code (format: nnnnn-n) is assigned to each concept upon registration. For example, LOINC Code 8462-4 Represents the Component: Haemoglobin [Mass/volume] in Blood, Property: Mass/volume, Time: Pt, System: Bld, Scale: Qn, Method: Spectrophotometry LOINC has been adopted in over 180 countries and is available in multiple languages.|data_input/MediumArticles/Health Data Interoperability.txt|742fdd3127ef47b3ba2fc0184d773d8f
The LOINC International Advisory Committee (LIAC) works to ensure that LOINC is usable across different regions and health systems. LOINC Standard is available for free use.|data_input/MediumArticles/Health Data Interoperability.txt|c616062ba1c14cca9c3b48afd3957ea7
RxNorm RxNorm provides a normalised naming and coding system for medicines and their clinical components for managing clinical drug information in electronic health records. The structure of RxNorm includes three main components: •	Concept: A unique identifier (RxCUI) representing a unique clinical drug or ingredient that can be prescribed, dispensed, or administered. •	Term Type: The type of the term associated with a concept, for example, brand name, generic name, or ingredient. •	Relationship: A relationship between concepts within RxNorm, like ingredient, strength, dose form, etc. RxNorm concepts are connected by various relationships that indicate the associations between different medications. For example, a relationship can mean that a specific medicine contains a certain ingredient or that two medications have different strengths but are otherwise the same drug. Using these relationships, we can navigate the RxNorm graph from an ingredient to a fully-specified drug, and so|data_input/MediumArticles/Health Data Interoperability.txt|a58828060685479096e84a0aa26a1f82
an ingredient to a fully-specified drug, and so forth. RxNorm was developed in 2001 by the National Laboratory of Medicine USA in consultation with the FDA and the HL7 Vocabulary Technical Committee. Although primarily focused on medication-related information used in the United States, efforts have been made to expand its coverage to include other countries. NLM also offers a comprehensive set of APIs for easy integration with EHRs and other HnW systems. It is available for free use.|data_input/MediumArticles/Health Data Interoperability.txt|f4eb676c6fab4dbaa12962adc052b56a
Current Procedural Terminology CPT was created by the American Medical Association (AMA) in 1966. The original intended purpose of CPT was to code diagnostic and therapeutic procedures. Later this was adopted by the US government for billing and reimbursements by healthcare payers, such as insurance companies and government programs like Medicare. The codes are used to report services and procedures performed by healthcare providers and to determine the appropriate payment amount for those services. CPT codes are now also used for data collection and analysis, research, and quality measurement purposes. CPT is limited in scope and depth, but it is the most widely used standard in the USA to report physician procedures and services for insurance reimbursement.|data_input/MediumArticles/Health Data Interoperability.txt|83fcbc70f24e44aa953d41e089b13aad
Canadian Classification of Health Interventions (CCI) The CCI standard was developed by the Canadian Institute for Health Information, to serve a similar role in Canada as the CPT standard in the USA. It is a comprehensive classification system for coding health interventions, procedures, and treatments for various healthcare settings. The CCI standard is organised as a hierarchy of Chapter > Section > Subsection > Intervention. The codes themselves are alphanumeric strings of the format C.XX.00.ZZ, where each of the four sections corresponds to the respective level in the hierarchy For example Code: 1.HD.40.EG01 represents: •	Section: 1 (Medical, Surgical, Diagnostic, and Therapeutic Procedures) •	Body system: HD (Hemic and Lymphatic Systems) •	Root operation: 40 (Transfusion) •	Qualifier: EG01 (Blood, Platelets, or Plasma for Transfusion) Unlike CPT, CCI Is available as open source. Hence it might be easier to extend to different geographical contexts.|data_input/MediumArticles/Health Data Interoperability.txt|3a791d2e6ad04b5c8541ca57cbce14dc
Phew… so many standards. But there are many more, spanning the length and breadth of the Health domains and Geographies. Here are a few more commonly used ones: •	International Classification of Functioning, Disability and Health (ICF) •	International Classification of Health Interventions (ICHI) •	Healthcare Common Procedure Coding System (HCPCS) •	... And the list goes on. It would be an exercise in futility to list all of them here. But I think by now, we already have a good appreciation for some of the most common ones. We already know a few different ways to equate the Tomey-tohs and Potey-tohs to Toma-toe and Pota-toe of Health and Wellness.|data_input/MediumArticles/Health Data Interoperability.txt|b262a26a8f8b46eb99e1050113c1839c
Unifying the standards We now appreciate the complexity of the problem of standardising vocabulary in HnW. The more general the problem, the more complex it is. So, unifying these standards and building an all-encompassing one is probably still a long shot. However, it is not for the lack of trying. For example, there have been intense efforts for sharing the ontology between SNOMED CT and ICD to harmonise the two. ICD-11, which was released in 2019, includes SNOMED CT codes for several disease entities and other health conditions. This effort is expected to continue and expand. Many of these standards also provide code mappings to and from other standards for data portability. For example, RxNorm supports the mapping of other drug terminologies, such as NDC and SNOMED CT, to RxCUIs. This creates portability between different drug terminologies. New systems are emerging that complement one vocabulary with another — like SNOMED for clinical terms with RxNorm for medications —  to build|data_input/MediumArticles/Health Data Interoperability.txt|64fe16b3e45447409ca1bb45a7341a04
"terms with RxNorm for medications —  to build a more comprehensive system for the vocabulary. OMOP Common Data Model The Observational Health Data Sciences and Informatics (OHDSI,  pronounced ""Odyssey"") is a collaborative effort to provide a common framework for the analysis of healthcare data. OHDSI develops the OMOP CDM, which stands for Observational Medical Outcomes Partnership Common Data Model."|data_input/MediumArticles/Health Data Interoperability.txt|a35cfc0b12cd4d74af798cf133dd51c4
The OMOP CDM includes a common set of tables and fields that capture various aspects of healthcare data, such as patient demographics, clinical encounters, diagnoses, procedures, medications, laboratory results, etc. The data model includes standardised codes for various concepts, such as diseases, procedures, and drugs, which enable standardised querying and analysis of the data. It also includes standardised terminologies, such as SNOMED CT, ICD, and RxNorm — Hey… we already know all about these fancy acronyms now! — to enable consistent data mapping and analysis across different sources. OHDSI has also developed a suite of open-source tools for working with observational data in the CDM format. These include software for data extraction, transformation, analysis and visualisation.|data_input/MediumArticles/Health Data Interoperability.txt|7ca4f64d2d694bf68cd8c047714c53c4
Common Terminology Services 2 CTS2 is an open standard developed by the Object Management Group (OMG!). It is intended to improve interoperability between standards, such as SNOMED CT, LOINC, and RxNorm, by providing a standard interface. It defines a set of common services for managing terminology content. These services include: •	Query Service: For search for and retrieval of terminology content. •	Mapping Service: For mapping concepts between different terminologies. •	Code System Maintenance Service: To add, modify, and delete codes. •	Value Set Definition Service: For defining and retrieving subsets of concepts from a terminology system. •	Terminology Change Management Service. CTS2 also defines a set of data models for code system, value set, and mapping, for representing terminology content. CTS2 is designed to be an extensible standard that can be used in a variety of healthcare domains. It is a relatively new standard — the first version was released around 2010 — still in|data_input/MediumArticles/Health Data Interoperability.txt|9c91c046bcd64e1ba58b1741c679dcd7
first version was released around 2010 — still in the process of gaining traction.|data_input/MediumArticles/Health Data Interoperability.txt|b1e4486c026945a6864a5b4cda534017
"National Health Stack In India, the National Health Stack (NHS) — the Indian government's flagship digital health initiative — Aims to provide a common technology framework for the integration of various health information systems in the country. The NHS is based on open standards and architecture to facilitate data exchange between various systems. This is an absolute must for such a complicated health ecosystem as India. The NHS draws from several established standards we previously discussed, like ICD, SNOMED CT,  LOINC, etc. I am hoping to write more about the NHS in a separate article in this series.

That was a long read. I admit, it turned out to be longer than I originally intended. But now that we know so much about these standards, are we poised to ask our doctor to write her observations in SNOME codes, and prescriptions in LOINC codes? That may be more legible than the English written in a doctor's handwriting."|data_input/MediumArticles/Health Data Interoperability.txt|3333449909284dab8a68a82fd4b5f064
Just a harmless joke. I have a lot of respect for doctors 🙌. I think they are the hardest-working professionals we have. Image Source: xkcd Well… While that may not happen any time soon, We can certainly expect the encrypted versions of our prescriptions and diagnoses  —  residing somewhere in the cloud in an Electronic Health Record system or a Hospital Management System or the National Health Stack — Are using these coding systems that we now know so much about. Isn’t that an empowering thought? Now that we have established the vocabulary, the next challenge is to understand the standards of data exchange. Here is a highly technical description of why we need standards for data exchange.|data_input/MediumArticles/Health Data Interoperability.txt|1b1bc791f879489aa2837af08bc20aac
Source: https://i.pinimg.com/originals/fe/7c/89/fe7c89e30b83f689868f6fe39979339a.jpg But enough already, let’s leave it for another article, another day. I hope this article added a little bit to your repertoire of knowledge. Any suggestion will be highly appreciated with 🍺 Thanks for reading. --- About me I am a learner of architecture (not the buildings… the tech kind). In the past, I have worked with Semiconductor modelling, Digital circuit design, Electronic Interface modelling, and the Internet of Things. Currently, I am working with Data Interoperability and data warehouse architectures for Health and Wellness, at Walmart Health and Wellness.|data_input/MediumArticles/Health Data Interoperability.txt|4b133310ac4242428efa5534a2d67f79
Messaging standards Introduction In the first article in this series, we discussed the ‘What?’ and the ‘Why?’ Of Health Data Interoperability (HDI). In the previous article, we discussed the ‘How?’ part. We discussed various vocabulary standards like ICD, SNOMED-CT, LOINC, etc. So, now we know a variety of terminologies commonly used in Health Data. However, till now we only know the words and their spellings. For any reasonable information exchange, we must also learn the grammar (structure) of the data. Before you feel a strong urge to run away, please be assured we will not discuss any grammar here. This is just a loose analogy. Here is a more precise demonstration of what can go wrong in a lack of effective messaging standards.|data_input/MediumArticles/Health Data Interoperability.txt|ca50a54f820149718b7085196211f41b
"Health data interoperability is all about sharing health data between different systems and making sure they can understand each other. To do that, we need some standards for how the data should look when it is exchanged. These Messaging standards help healthcare systems and providers exchange information in a standardised and consistent way. They define how data is organised, what data elements are required, and how data is transmitted between systems.

History and Evolution"|data_input/MediumArticles/Health Data Interoperability.txt|0a62c5ef3edd4b0482eb892776e56f83
The concept of Messaging standards is not new to us techies. We already know messaging standards like JSON and XML that are widely used in web applications. Why then do we need separate messaging standards for health data interoperability? Half of the answer lies in the history of the HDI. While HTTP messaging standards evolved from HTML to XML to JSON, HDI standards also had an evolution of their own. Standards were crafted in the days before the Transmission Control Protocol — A layer below HTTP in the software hierarchy — commonly known as the TCP. Consequently, they look alien to modern human programmers. Given the complexity, HDI messaging standards were also slower to evolve than web messaging standards. So the most widely used HDI Standards still look similar to the old ones. In the early days of health data exchange, the domain was replete with many proprietary messaging formats, making it difficult to share information between different systems. In the 1980s, the American|data_input/MediumArticles/Health Data Interoperability.txt|48d65aee6c1740aaad58df228dbc052e
different systems. In the 1980s, the American Society for Testing and Materials developed the first healthcare messaging standard (ASTM E1238). However, ASTM E1238 was limited in scope and was not widely adopted. In the 1990s, a new messaging standard was developed by HL7 international organisation, called Health Level Seven (HL7) Version 2. It allowed for the exchange of clinical data, such as lab results, patient demographics, and medication orders.|data_input/MediumArticles/Health Data Interoperability.txt|27422346aee04f6493536ececd6d1b5b
In the early 2000s, a new messaging standard called HL7 Version 3 was introduced, which was designed to be more flexible than the V2. But it was not as widely adopted due to its complexity. The 30-year-old HL7V2 remains the most widely used standard to date. Another reason why HDI standards are hitherto different from web standards is the technical requirements. Health data requires a specific structure and context. It requires stricter regulatory requirements for privacy and security. Data governance — i.e. the ability to track the version history and the change history of the data —  is also an important requirement for health records. Any health data system must satisfy the strictest of the regulations, HIPAA compliance, to operate legally. We will talk more about that in a subsequent article. Historically, web messaging standards were not subjected to such regulatory concerns. But the good news is that the HDI and Web messaging standards are starting to converge. The newer ones|data_input/MediumArticles/Health Data Interoperability.txt|1edd887919344641bdc4748a66244baf
are starting to converge. The newer ones increasingly look alike. In recent years, there has been a push towards more modern messaging standards, such as Fast Healthcare Interoperability Resources (FHIR). FHIR is a web-based messaging standard that is designed to be more flexible, user-friendly, and human-readable than HL7 V2 or V3. There is no dearth of literature on the internet about health data messaging standards. So, we may do well not going deep into each of them.|data_input/MediumArticles/Health Data Interoperability.txt|b99b61327bbe412b821190f424940a73
"However, It may be a worthy pursuit to look at some of the most commonly used ones with an intent to gaze at the landscape of the lore. HL7 V2 HL7 standards started in 1987 with V1 and evolved to now V4. But it was the V2 that stole all the thunder. It is a 30-year-old standard that has no resemblance to any modern data standards. And yet It remains the most widely used standard to date. This is what a message written in HL7V2 looks like.

—-"|data_input/MediumArticles/Health Data Interoperability.txt|f02a821138034ac690fb7c2a306752bd
"MSH|^~\&|MegaReg|XYZHospC|SuperOE|XYZImgCtr|20060529090131-0500||ADT^A01^ADT_A01|01052901|P|2.5 EVN||200605290901|||| PID|||56782445^^^UAReg^PI||KLEINSAMPLE^BARRY^Q^JR||19620910|M||2028-9^^HL70005^RA99113^^XYZ|260 GOODWIN CREST DRIVE^^BIRMINGHAM^AL^35209^^M~NICKELL’S PICKLES^10000 W 100TH AVE^BIRMINGHAM^AL^35200^^O|||||||0105I30001^^^99DEF^AN … Let us decode. The message is hierarchically organised into Segments > Fields > Components •	Segments are the basic building blocks of the HL7v2 messages. They start with a ‘type identifier’ like MSH (Header) and PID (Patient demographic information) •	Fields are the units of data within each segment. Fields in a segment are ordered. For example, in the PID segment, the first field is the patient identifier. •	Components are the sub-elements of each field, like first name, middle name, and last name, separated by a delimiter character such as a ^ or a |. BTW HL7V2 is also called the Pipehat standard, no points for guessing why. — I know… if"|data_input/MediumArticles/Health Data Interoperability.txt|45a6201014f84cc7bcb7aea24a7f7af6
no points for guessing why. — I know… if computers had tongues, this would be quite a tongue twister, right? Despite being illegible to humans, the structure of HL7 V2 messages is similar to any hierarchical data format. Every message comes with a header (MSH) that contains information about the message type, the sender and receiver, and the message version. The above message, for example, is an ADT A01 message, which is emitted on a patient’s admission.|data_input/MediumArticles/Health Data Interoperability.txt|87ad86a32f8d4a8fa3c6250e3d807a6d
The message body contains the actual data of the message in the form of segments, fields, and components. HL7V2 was designed to work with MLLP — Minimal Lower Layer Protocol — A lightweight protocol that provides reliable and secured transmission of messages over the TCP. MLLP also includes error checking and retransmission capabilities to ensure fault tolerance in the presence of network errors. Most healthcare systems in the USA currently use the HL7V2. However, HL7V4 —aka FHIR — promised to change this.|data_input/MediumArticles/Health Data Interoperability.txt|0b52063ab9da401ba161b31b73314a15
FHIR Fast Healthcare Interoperability Resource 15 years ago when I was an engineering student, sometimes all it took to hack a site and see other users’ data was to change the user IDs embedded in the URL of a page. Thankfully we have moved on from those simple days. Web standards these days are increasingly cautious about security, privacy and regulatory concerns. FHIR takes advantage of these developments and brings the format of health data exchange closer to the web standards. FHIR, pronounced as ‘fire’, is an HDI messaging standard that looks like the standard we techies love… JSON. It uses a resource-based approach to represent healthcare data. Each resource represents a discrete piece of data, such as a patient record, a medication order, or a laboratory test result. Resources are identified by a unique URL, and they can be accessed and manipulated using standard HTTP verbs such as GET, PUT, POST, and DELETE. I guess any full-stack developer will be complete at REST with that,|data_input/MediumArticles/Health Data Interoperability.txt|d62feff28420482a8f600e9489f69386
developer will be complete at REST with that, pun intended. When talking about RESTful APIs, one can never overstate the importance of data schema and validation. That remains true for FHIR as well. Let us take a small detour to understand what are schema and validations. Schema is like the blueprint of a piece of data, also called a resource, which tells the server the elements to expect in a resource. For example, a person’s data should definitely include a name field of the type string and an age field of the type number.|data_input/MediumArticles/Health Data Interoperability.txt|7f070abac16d4609ae91de8175f47f78
